delivery_person_id,delivery_person_age,delivery_person_ratings,restaurant_latitude,restaurant_longitude,delivery_location_latitude,delivery_location_longitude,temperature,humidity,distance_km,target,type_of_order_buffet,type_of_order_drinks,type_of_order_meal,type_of_order_snack,type_of_vehicle_electric_scooter,type_of_vehicle_motorcycle,type_of_vehicle_scooter,traffic_level_high,traffic_level_low,traffic_level_moderate,traffic_level_very_high,traffic_level_very_low,weather_description_broken_clouds,weather_description_clear_sky,weather_description_few_clouds,weather_description_fog,weather_description_haze,weather_description_mist,weather_description_moderate_rain,weather_description_overcast_clouds,weather_description_scattered_clouds,weather_description_smoke
529,39,4.2,22.761593,75.886362,22.871593,75.996362,17.32,53.0,24.35,81.86,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
256,32,4.9,13.064181,80.236442,13.104181,80.276442,26.14,88.0,8.68,77.72,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1002,33,4.7,23.359033,85.325347,23.469033,85.435347,17.88,67.0,19.03,75.53,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1045,29,4.6,2.117106,72.789292,2.125106,72.869292,22.9,43.0,14.52,33.15,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
142,26,4.4,1.298041,77.640489,1.304041,77.700489,19.5,93.0,13.6,72.03,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
292,24,4.6,11.022477,76.995667,11.132477,77.105667,25.15,73.0,21.28,83.56,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
296,20,4.7,11.025083,77.015393,11.105083,77.095393,25.02,73.0,15.95,75.72,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
922,20,5.0,12.316967,76.603067,12.446967,76.733067,18.12,77.0,26.21,65.56,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1124,36,4.0,22.310237,73.158921,22.400237,73.248921,22.48,43.0,18.92,52.89,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1003,22,4.8,23.359033,85.325347,23.439033,85.405347,17.58,69.0,14.99,75.72,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
987,38,4.4,18.593481,73.785901,18.663481,73.855901,19.01,65.0,15.81,37.75,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
515,24,4.9,22.725748,75.898497,22.775748,75.948497,17.08,72.0,13.69,36.3,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
658,39,4.7,10.035573,76.336958,10.105573,76.406958,23.9,88.0,15.77,74.69,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1120,31,4.3,22.308096,73.167753,22.388096,73.247753,22.63,43.0,16.42,68.22,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
58,39,4.7,25.443994,81.860187,25.513994,81.930187,22.03,55.0,16.02,58.14,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1022,37,4.6,23.359194,85.325447,23.449194,85.415447,17.54,69.0,18.5,67.81,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
485,25,4.9,17.458998,78.500366,17.508998,78.550366,21.29,64.0,10.7,32.2,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
559,29,4.6,26.913483,75.803139,26.983483,75.873139,19.83,68.0,12.55,71.36,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
839,25,4.8,19.055831,72.833984,19.115831,72.893984,26.83,44.0,11.65,85.97,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1035,39,4.7,23.351489,85.324253,23.421489,85.394253,17.84,68.0,12.97,78.61,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
509,38,3.9,22.728163,75.884212,22.808163,75.964212,17.19,72.0,16.78,34.9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
893,38,4.3,0.123085,76.665808,0.123985,76.755808,18.43,82.0,19.64,67.81,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1098,36,4.9,21.149669,72.772629,21.219669,72.842629,23.05,43.0,14.03,33.5,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
648,26,4.1,26.482581,80.315628,26.572581,80.405628,21.74,56.0,18.1,73.56,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
914,36,4.9,12.284747,76.625861,12.344747,76.685861,18.22,81.0,14.53,71.11,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
992,23,4.6,18.563934,73.915367,18.653934,74.005367,19.37,65.0,21.48,72.06,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
763,37,5.0,22.569367,88.433187,22.629367,88.493187,22.98,83.0,15.08,68.19,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
169,26,4.8,12.949934,77.699386,13.009934,77.759386,19.73,93.0,13.71,47.9,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1072,29,5.0,21.175975,72.795503,21.255975,72.875503,22.88,43.0,15.2,64.61,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
517,26,4.9,22.725835,75.887648,22.835835,75.997648,17.27,53.0,22.02,41.1,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
965,29,4.8,18.536562,73.896485,18.596562,73.956485,19.08,65.0,13.9,65.81,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
463,27,4.5,17.429585,78.392621,17.469585,78.432621,21.43,65.0,9.43,41.55,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
149,32,4.1,12.978453,77.643685,13.048453,77.713685,19.5,93.0,12.76,42.65,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
587,20,4.8,26.846156,0.758023,26.926156,0.758823,19.98,68.0,18.08,81.64,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
164,34,4.7,12.935662,7.761413,12.975662,7.765413,20.21,91.0,11.19,67.47,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
572,36,4.8,26.766536,75.837333,26.896536,75.967333,20.12,68.0,37.48,80.61,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1113,30,4.6,22.310526,73.170937,22.420526,73.280937,22.47,44.0,21.29,42.5,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
646,32,4.8,26.482581,80.315628,26.552581,80.385628,21.73,56.0,15.4,37.45,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
332,31,4.5,11.010375,7.695295,11.090375,7.703295,24.95,73.0,17.3,44.9,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
115,28,5.0,19.875016,75.322405,19.965016,75.412405,17.15,82.0,16.62,87.39,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
528,33,4.5,22.745049,75.892471,22.835049,75.982471,17.25,53.0,19.0,36.1,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
525,35,4.2,2.274806,0.758934,2.283806,0.759834,17.25,53.0,18.76,73.14,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6,35,4.9,27.160832,78.011608,27.230832,78.081608,21.71,51.0,15.29,66.39,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
692,32,4.4,10.027014,76.308053,10.137014,76.418053,23.95,88.0,21.08,56.25,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
346,32,4.3,30.328174,78.049117,30.398174,78.119117,12.44,77.0,15.87,75.39,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
149,20,4.5,12.978453,77.643685,13.048453,77.713685,19.5,93.0,12.76,71.44,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1107,31,4.4,22.307898,73.167788,22.417898,73.277788,22.47,44.0,20.94,67.69,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1085,21,4.9,21.157729,72.768726,21.247729,72.858726,22.92,43.0,16.07,60.86,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
922,39,4.0,12.316967,76.603067,12.446967,76.733067,18.12,77.0,26.21,81.31,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
895,25,4.9,12.323978,76.627961,12.453978,76.757961,18.05,77.0,25.68,86.11,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
634,27,5.0,26.492106,80.327797,26.562106,80.397797,21.83,54.0,16.06,66.78,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
819,28,4.5,19.003517,7.282765,19.073517,7.289765,27.03,44.0,16.04,96.72,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1014,29,4.6,23.353783,85.326967,23.463783,85.436967,17.88,67.0,18.0,80.28,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
475,27,4.6,17.440827,78.393391,17.510827,78.463391,21.34,64.0,16.25,81.19,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
483,33,4.8,17.450851,78.379347,17.510851,78.439347,21.25,64.0,13.4,38.15,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
952,20,4.7,18.543626,73.905101,18.623626,73.985101,19.13,64.0,17.74,78.81,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
887,34,4.2,12.304569,76.643622,12.364569,76.703622,18.3,81.0,13.89,45.15,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
888,22,4.7,12.299524,7.664262,12.369524,7.671262,18.25,81.0,15.77,71.97,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
141,24,4.6,1.298041,77.640489,1.306041,77.720489,19.37,93.0,16.67,84.78,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
572,21,4.7,26.766536,75.837333,26.896536,75.967333,20.12,68.0,37.48,92.44,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
842,20,4.5,19.091458,72.827808,19.151458,72.887808,26.49,44.0,16.18,85.72,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1065,30,4.7,21.170798,72.790489,21.280798,72.900489,22.85,43.0,22.18,53.6,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
990,32,4.4,18.563934,73.915367,18.603935,73.955367,19.08,65.0,12.92,67.86,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
534,23,4.6,22.760072,75.892574,22.850072,75.982574,17.26,53.0,16.74,69.19,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
486,20,4.7,17.458998,78.500366,17.518998,78.560366,21.24,64.0,12.95,67.03,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
997,34,4.8,23.354422,0.853329,23.484422,0.854629,17.6,69.0,20.31,74.69,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
513,33,3.9,22.722634,75.886959,22.812634,75.976959,17.21,53.0,19.02,39.5,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
185,29,4.6,12.972161,77.596014,13.042161,77.666014,19.72,93.0,12.6,96.47,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
886,34,4.7,12.304569,76.643622,12.354569,76.693622,17.97,77.0,12.84,46.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1059,26,4.6,21.175104,72.804342,21.245104,72.874342,22.9,43.0,14.85,35.05,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1029,39,4.1,23.371292,85.327872,23.441292,85.397872,17.77,68.0,18.75,64.86,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
954,34,3.8,18.546258,73.904337,18.656258,74.014337,19.42,65.0,22.85,71.39,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
552,22,4.7,26.921411,75.793604,26.981411,75.853604,19.47,68.0,11.89,66.39,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
919,27,4.0,12.352058,7.660665,12.432058,7.668665,18.36,82.0,19.48,57.39,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
340,29,4.9,11.022298,76.998349,11.132298,77.108349,25.15,73.0,21.2,54.8,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1037,26,4.9,23.351489,85.324253,23.411489,85.384253,17.72,68.0,11.34,45.3,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1107,24,2.6,22.307898,73.167788,22.417898,73.277788,22.47,44.0,20.94,79.19,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
235,28,4.0,13.091809,80.219104,13.131809,80.259104,26.31,88.0,9.62,69.78,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1036,29,4.6,23.351489,85.324253,23.431489,85.404253,17.79,68.0,16.17,39.8,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
326,20,4.7,11.003681,76.975525,11.053681,77.025525,23.86,78.0,10.04,63.64,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
170,32,4.0,12.975377,77.696664,13.045377,77.766664,19.45,93.0,17.12,71.22,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1131,20,4.9,22.311358,73.164798,22.421358,73.274798,22.49,44.0,19.95,57.97,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1071,38,4.8,21.175975,72.795503,21.285975,72.905503,22.84,43.0,21.59,77.81,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1066,24,4.9,21.170798,72.790489,21.300798,72.920489,22.81,43.0,23.68,90.03,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1010,35,4.7,23.357804,85.325146,23.417804,85.385146,17.84,68.0,11.6,65.47,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
332,35,4.7,11.010375,7.695295,11.090375,7.703295,24.95,73.0,17.3,46.95,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
864,29,4.8,19.120083,72.907385,19.190083,72.977385,27.0,44.0,14.32,81.28,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,24,4.4,27.161661,78.011544,27.241661,78.091544,21.83,50.0,18.98,36.25,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
344,33,4.1,10.994136,76.963303,11.074136,77.043303,25.01,73.0,15.4,81.19,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
227,34,4.8,13.066762,80.251865,13.116762,80.301865,26.39,88.0,13.21,55.2,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
974,21,4.7,1.856245,73.916619,1.865245,74.006619,19.37,65.0,21.93,82.47,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
708,27,4.9,9.979186,76.317361,10.049186,76.387361,24.0,88.0,15.83,87.86,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
936,31,4.2,18.539299,73.897902,18.609299,73.967902,18.93,65.0,16.2,89.53,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
168,34,4.4,12.949934,77.699386,12.999934,77.749386,19.73,93.0,14.78,49.35,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
684,23,4.7,10.006881,76.345397,10.076881,76.415397,23.86,88.0,15.03,41.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
322,28,4.7,11.003669,76.976494,11.073669,77.046494,25.06,73.0,14.28,70.03,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
251,20,4.7,13.022394,80.242439,13.072394,80.292439,26.48,87.0,12.4,86.53,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
918,28,4.7,12.352058,7.660665,12.462058,7.671665,18.25,82.0,23.28,41.6,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1107,25,4.8,22.307898,73.167788,22.417898,73.277788,22.47,44.0,20.94,79.19,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
599,34,3.5,26.892312,75.806896,26.972313,75.886896,19.99,68.0,14.11,48.95,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1122,24,4.9,22.310237,73.158921,22.420237,73.268921,22.49,44.0,20.49,42.5,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1004,33,4.6,23.359033,85.325347,23.449033,85.415347,17.54,69.0,18.49,67.22,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
781,34,4.9,30.895204,75.822103,30.945204,75.872103,19.01,56.0,11.67,35.05,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57,28,4.9,25.450329,81.834279,25.540329,81.924279,21.98,55.0,18.13,84.53,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
957,34,3.7,18.546947,73.900626,18.656947,74.010626,19.42,65.0,23.24,74.64,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
860,38,4.6,0.191813,72.836191,0.192413,72.896191,26.22,44.0,13.14,42.95,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
570,29,4.5,26.911927,75.797282,27.001927,75.887282,19.95,46.0,17.28,54.65,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
345,24,4.6,10.994136,76.963303,11.084136,77.053303,24.97,73.0,17.5,83.11,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1056,30,4.2,21.173493,72.801953,21.243493,72.871953,22.87,42.0,14.05,34.8,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
322,20,4.9,11.003669,76.976494,11.073669,77.046494,25.06,73.0,14.28,78.36,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
185,31,4.4,12.972161,77.596014,13.042161,77.666014,19.72,93.0,12.6,84.94,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
599,39,4.9,26.892312,75.806896,26.972313,75.886896,19.99,68.0,14.11,81.61,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1081,30,3.8,21.170096,72.789122,21.250096,72.869122,22.9,43.0,15.72,60.44,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
233,32,4.1,13.086438,80.220672,13.136439,80.270672,26.36,88.0,12.24,52.8,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
586,25,4.7,26.846156,0.758023,26.956156,0.759123,20.06,68.0,23.52,55.85,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
315,26,4.7,11.008638,76.984311,11.098638,77.074311,25.01,73.0,17.11,73.86,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
515,33,4.8,22.725748,75.898497,22.805747,75.978497,17.21,53.0,18.15,39.15,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
910,36,4.3,12.323225,76.630028,12.453225,76.760028,18.05,77.0,25.16,71.22,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
